Date,Open,High,Low,Close,Adj Close,Volume
2024-04-01,116.410004,117.239998,115.379997,116.989998,115.120590,13817000
2024-04-02,117.919998,119.599998,117.330002,119.279999,117.374001,19919600
2024-04-03,119.480003,119.750000,118.730003,119.300003,117.393684,16504300
2024-04-04,119.050003,119.879997,118.639999,119.720001,117.806969,18467400
2024-04-05,119.980003,122.150002,119.639999,121.370003,119.430611,21714100
2024-04-08,121.080002,121.739998,120.209999,120.550003,118.623711,17513900
2024-04-09,121.000000,121.650002,120.339996,121.180000,119.243637,14135700
2024-04-10,121.220001,122.470001,120.730003,122.199997,120.247337,17409200
2024-04-11,122.690002,122.690002,120.339996,121.790001,119.843895,17555900
2024-04-12,122.949997,123.750000,119.669998,120.370003,118.446587,21539500
2024-04-15,121.089996,121.690002,119.449997,119.680000,117.767609,15029500
2024-04-16,119.559998,120.220001,117.919998,118.690002,116.793434,18082200
2024-04-17,118.550003,119.349998,117.120003,118.629997,116.734383,14538600
2024-04-18,119.000000,119.720001,117.970001,118.519997,116.626137,13821400
2024-04-19,119.160004,120.930000,118.949997,119.879997,117.964409,21566500
2024-04-22,119.260002,121.570000,118.430000,120.559998,118.633545,16340700
2024-04-23,120.000000,121.059998,119.449997,121.029999,119.096039,13929800
2024-04-24,120.300003,121.260002,119.389999,121.050003,119.115723,12101200
2024-04-25,121.029999,121.760002,119.400002,121.330002,119.391251,16041000
2024-04-26,119.000000,119.099998,116.220001,117.959999,116.075096,27289500
2024-04-29,117.760002,120.050003,117.760002,119.639999,117.728249,17309900
2024-04-30,119.110001,120.199997,117.980003,118.269997,116.380135,21083300
2024-05-01,118.279999,118.470001,115.660004,116.029999,114.175934,27777700
2024-05-02,116.260002,117.260002,115.900002,116.239998,114.382576,25513600
2024-05-03,116.000000,116.070000,114.129997,116.000000,114.146416,28023300
2024-05-06,116.669998,118.339996,116.400002,116.750000,114.884430,31401300
2024-05-07,117.279999,117.580002,115.930000,116.169998,114.313698,30122000
2024-05-08,115.709999,116.949997,115.410004,116.150002,114.294014,18957200
2024-05-09,116.199997,118.529999,116.190002,118.440002,116.547424,17564000
2024-05-10,118.540001,118.660004,117.580002,117.959999,116.075096,13648100
2024-05-13,118.419998,119.040001,117.120003,117.910004,116.025902,15060600
2024-05-14,116.790001,117.739998,116.480003,117.669998,116.730225,15079100
2024-05-15,117.610001,118.839996,116.080002,118.580002,117.632957,18244300
2024-05-16,118.540001,119.300003,117.540001,117.870003,116.928627,15745200
2024-05-17,118.300003,119.830002,117.959999,119.639999,118.684486,15104500
2024-05-20,119.730003,119.889999,118.550003,118.669998,117.722237,11551300
2024-05-21,118.400002,119.449997,117.779999,117.849998,116.908783,14495000
2024-05-22,117.459999,117.459999,114.959999,115.480003,114.557716,17879300
2024-05-23,115.599998,117.510002,113.360001,113.510002,112.603447,15979800
2024-05-24,114.839996,115.080002,113.040001,113.419998,112.514168,12211400
2024-05-28,113.519997,115.110001,113.070000,114.860001,113.942665,13978300
2024-05-29,114.529999,114.550003,112.809998,113.629997,112.722488,13902000
2024-05-30,113.269997,114.129997,112.959999,113.989998,113.079613,14692000
2024-05-31,114.120003,117.489998,113.989998,117.260002,116.323502,29037400
2024-06-03,116.300003,116.360001,113.760002,114.449997,113.535934,19589300
2024-06-04,113.000000,113.089996,110.919998,112.669998,111.770157,19412200
2024-06-05,112.889999,113.190002,111.480003,113.120003,112.216568,14863500
2024-06-06,112.750000,114.040001,112.110001,113.970001,113.059776,13154100
2024-06-07,113.790001,114.900002,112.669998,112.750000,111.849518,13289200
2024-06-10,113.059998,114.220001,112.699997,113.080002,112.176880,15245200
2024-06-11,112.489998,112.669998,111.309998,112.169998,111.274147,12462400
2024-06-12,113.300003,113.300003,110.540001,110.930000,110.044052,13606800
2024-06-13,110.839996,110.860001,109.720001,110.040001,109.161163,14466900
2024-06-14,110.019997,110.209999,108.589996,109.110001,108.238586,13313400
2024-06-17,109.169998,109.459999,108.180000,108.360001,107.494576,21147900
2024-06-18,109.029999,110.720001,108.800003,109.379997,108.506432,17762900
2024-06-20,109.910004,112.620003,109.589996,111.739998,110.847580,17433200
2024-06-21,111.900002,112.699997,110.760002,110.760002,109.875412,52220600
2024-06-24,111.639999,114.529999,111.639999,114.050003,113.139137,16266700
2024-06-25,114.110001,114.550003,113.459999,114.370003,113.456581,16213700
2024-06-26,114.389999,114.820000,113.139999,114.410004,113.496262,15771800
2024-06-27,114.989998,114.989998,114.110001,114.900002,113.982346,16812700
2024-06-28,115.860001,116.540001,114.680000,115.120003,114.200592,24565900
2024-07-01,115.709999,116.739998,114.529999,114.959999,114.041862,11972900
2024-07-02,115.900002,115.940002,113.489998,114.180000,113.268097,13326700
2024-07-03,114.269997,115.660004,114.269997,114.760002,113.843468,7732900
2024-07-05,114.610001,114.629997,112.690002,113.370003,112.464569,12631000
2024-07-08,112.389999,113.550003,111.419998,112.180000,111.284073,13350500
2024-07-09,111.110001,112.540001,110.620003,110.940002,110.053978,11727000
2024-07-10,110.919998,111.959999,110.419998,111.919998,111.026146,10004100
2024-07-11,111.430000,113.320000,110.930000,113.250000,112.345520,13082700
2024-07-12,113.989998,114.150002,112.629997,113.269997,112.365364,11684900
2024-07-15,114.269997,116.160004,113.580002,115.209999,114.289871,13032500
2024-07-16,114.349998,116.349998,113.709999,116.040001,115.113243,13614100
2024-07-17,116.739998,118.180000,116.550003,117.639999,116.700462,13602800
2024-07-18,117.949997,119.919998,117.440002,118.800003,117.851204,13033600
2024-07-19,118.589996,118.879997,115.870003,116.070000,115.142998,16157700
2024-07-22,115.180000,115.940002,114.580002,115.269997,114.349388,12065900
2024-07-23,114.809998,115.169998,113.169998,113.410004,112.504250,11251700
2024-07-24,113.769997,115.199997,113.070000,115.010002,114.091469,14925200
2024-07-25,115.169998,118.029999,114.559998,117.430000,116.492142,17021700
2024-07-26,116.769997,118.029999,116.470001,117.330002,116.392937,11252500
2024-07-29,117.320000,117.389999,115.379997,116.099998,115.172760,8861800
2024-07-30,116.360001,118.599998,116.230003,118.169998,117.226227,12483900
2024-07-31,119.639999,119.760002,118.559998,118.589996,117.642876,15137700
2024-08-01,118.349998,119.489998,116.360001,116.949997,116.015968,15051500
2024-08-02,115.970001,118.870003,115.419998,116.879997,115.946533,20403800
2024-08-05,115.540001,116.029999,113.250000,114.769997,113.853378,18025900
2024-08-06,114.449997,115.629997,113.629997,114.160004,113.248260,13647800
2024-08-07,115.449997,117.120003,115.260002,115.680000,114.756119,13660700
2024-08-08,116.080002,118.110001,115.730003,117.889999,116.948463,13851000
2024-08-09,117.889999,119.309998,117.360001,118.849998,117.900795,12151900
2024-08-12,119.550003,120.169998,118.019997,119.000000,118.049599,13228900
2024-08-13,118.279999,118.510002,117.500000,117.860001,116.918709,11585100
2024-08-14,118.099998,119.900002,117.629997,118.949997,118.000000,12194500
2024-08-15,118.250000,119.629997,118.120003,118.730003,118.730003,11579400
2024-08-16,117.989998,118.480003,117.660004,118.169998,118.169998,10056000
2024-08-19,118.400002,120.500000,118.169998,118.529999,118.529999,12417500
2024-08-20,118.650002,118.650002,114.510002,114.580002,114.580002,15632000
2024-08-21,115.010002,115.570000,113.760002,113.849998,113.849998,11752400
2024-08-22,113.779999,115.010002,113.639999,114.730003,114.730003,10609500
2024-08-23,115.029999,116.720001,115.029999,116.320000,116.320000,10381400
2024-08-26,117.760002,118.940002,116.919998,118.809998,118.809998,13671000
2024-08-27,118.959999,119.410004,117.400002,117.680000,117.680000,9991600
2024-08-28,117.000000,117.580002,116.260002,116.519997,116.519997,10742900
2024-08-29,117.199997,118.790001,116.349998,118.129997,118.129997,10753900
2024-08-30,116.790001,118.019997,116.290001,117.940002,117.940002,13284700
2024-09-03,115.839996,116.089996,114.040001,115.470001,115.470001,15721100
2024-09-04,115.290001,116.150002,113.980003,114.059998,114.059998,12562174
